ccaa,ano,esp_esp,esp_quir,g_seguros_nom,g_dental,g_paramed,g_medicos,pib_pc,ipc_seguros,g_seguros_real,g_bolsillo_total,ipc_sanidad,g_bolsillo_real,g_dental_real,g_paramed_real,g_medicos_real,log_gasto_real,log_pib_pc,espera_lag1,espera_lag2,dummy_covid,espera_alta,pob_65_pct
la rioja,2021,59.0,95.0,152.07,696.16,84.16,,27365.0,85.74041666666666,177.3609295499497,780.3199999999999,91.31633333333332,854.5240172440856,762.3608773895871,92.16313985449848,,5.178186806329221,10.21702010357802,40.0,47.0,0,0,21.4
la rioja,2022,66.0,111.0,135.42,730.72,72.93,,30433.0,88.09708333333333,153.71678025662976,803.6500000000001,93.04716666666668,863.7017426645627,785.3221394883957,78.37960317616694,,5.03511181997006,10.323282824952448,59.0,40.0,0,0,21.7
la rioja,2023,54.0,106.0,179.2,705.64,82.13,,32412.0,91.19075,196.51115930069665,787.77,94.38691666666666,834.6177921904784,747.6036138483175,87.01417834216076,,5.28071922003114,10.386284003580617,66.0,59.0,0,0,22.0
la rioja,2024,79.0,64.0,199.12,597.81,203.31,,,95.31275,208.9122389187176,801.1199999999999,96.99416666666669,825.946577543323,616.3360339539319,209.61054358939109,,5.341914254298318,,54.0,66.0,0,0,22.3
madrid,2016,42.0,55.0,369.2,402.85,103.69,,33350.0,75.05841666666667,491.88354403958687,506.54,94.70591666666668,534.8557068328184,425.3694110980395,109.48629573477898,,6.198241989368123,10.414813051343767,,,0,0,17.0
madrid,2017,37.0,51.0,361.29,433.56,104.61,28.59,34592.0,77.68716666666667,465.05750628053113,566.76,95.49516666666666,593.496005906058,454.01250674117887,109.54481116845356,29.93868799642565,6.142161067361421,10.451377720438934,42.0,,0,0,17.2
madrid,2018,39.0,50.0,361.16,358.43,96.59,,35601.0,79.556,453.96953089647553,455.02,95.65575,475.6849431424666,374.7082637478667,100.97667939459993,,6.11803008322637,10.480129006333248,37.0,42.0,0,0,17.5
madrid,2019,40.0,52.0,356.91,437.56,113.37,,36613.0,81.701,436.848998176277,550.9300000000001,96.24475,572.4260284327198,454.632590349084,117.79343808363572,,6.079587593451505,10.508158647580808,39.0,37.0,0,0,17.8
madrid,2020,41.0,80.0,387.06,366.36,78.4,116.29,32853.0,83.24766666666666,464.9499685676876,561.05,95.98866666666667,584.4960863435266,381.6700582707681,81.67630900870242,121.14971906405616,6.141929805320564,10.39979834394387,40.0,39.0,1,0,18.1
madrid,2021,56.0,73.0,452.5,615.22,112.56,,35703.0,85.45183333333334,529.5380828575942,727.78,95.96225,758.4023926075097,641.1062683503148,117.29612425719488,,6.272005084754693,10.482989997850549,41.0,40.0,0,0,18.4
madrid,2022,75.0,63.0,470.44,489.46,107.96,,39246.0,87.78399999999999,535.906315501686,597.42,96.50125,619.0800637297443,507.2058652089998,111.87419852074454,,6.283959361282429,10.577604807189267,56.0,41.0,0,0,18.6
madrid,2023,67.0,51.0,420.2,527.5,112.08,,42639.0,90.93316666666664,462.0976211466664,639.58,96.43658333333332,663.2130441507762,546.9915894642334,116.2214546865427,,6.135776169944049,10.66052460640712,75.0,56.0,0,0,18.9
madrid,2024,72.0,48.0,500.6,770.48,266.53,84.97,,95.17258333333332,525.9918166208582,1121.98,97.65008333333331,1148.980074261756,789.0213440678068,272.9439555009767,87.01477469297262,6.265285654861664,,67.0,75.0,0,0,19.1
murcia,2016,73.0,101.0,43.94,369.96,70.45,,20402.0,76.7385,57.25939391570072,440.41,91.12025,483.328349077181,406.0129334588085,77.31541561837243,,4.0475917148375045,9.923388214242465,,,0,0,14.8
murcia,2017,64.0,96.0,84.41,321.19,85.23,44.15,21128.0,79.5225,106.14605929139552,450.57,91.42983333333332,492.8041357762511,351.2967138734804,93.21902588323653,48.28839601953411,4.664816063497794,9.958354453976968,73.0,,0,0,15.1
murcia,2018,64.0,87.0,87.79,367.45,83.07,55.67,21393.0,81.37683333333332,107.88082603361728,506.19,90.28975,560.6284212770552,406.96756830094216,92.00379888082531,61.65705409528767,4.681027155209375,9.970819044696412,64.0,73.0,0,0,15.4
murcia,2019,61.0,78.0,91.39,363.77,89.71,50.46,22015.0,83.50158333333333,109.4470264535902,503.94,91.94333333333331,548.0984664467244,395.6458688322518,97.5709676249864,54.88162998948628,4.695440655519321,9.999479318189854,64.0,64.0,0,0,15.7
murcia,2020,72.0,98.0,64.97,361.64,69.64,,20108.0,85.03566666666667,76.40323472111702,431.28,93.02933333333334,463.5957117468325,388.7376024766381,74.85810927019433,,4.336025034557829,9.908873024812468,61.0,64.0,1,0,16.0
murcia,2021,77.0,94.0,79.35,348.4,84.45,,22087.0,87.26533333333333,90.92957875597791,432.85,92.72475,466.8117196325685,375.7357124176663,91.0760072149022,,4.51008534710835,10.002744479133469,72.0,61.0,0,0,16.3
murcia,2022,89.0,100.0,114.98,347.89,110.37,,24263.0,89.77,128.08287846719395,458.26,93.84533333333331,488.3141054785178,370.7057001591271,117.60840531939078,,4.852677542414639,10.09670783519898,77.0,72.0,0,0,16.6
murcia,2023,110.0,106.0,122.38,385.47,129.45,,25536.0,92.56216666666668,132.2138454696213,514.9200000000001,95.80808333333334,537.4494323286918,402.3355718941599,135.11386043453186,,4.884420653171333,10.147844500249535,89.0,77.0,0,1,16.9
murcia,2024,97.0,107.0,97.48,615.26,271.79,,,96.05841666666667,101.4799154334038,887.05,98.35683333333331,901.8692143064115,625.5386424600223,276.33057184638926,,4.619860901398095,,110.0,89.0,0,0,17.2
navarra,2016,47.0,100.0,,526.57,125.57,,29556.0,73.75775,,652.1400000000001,86.913,750.3365434399918,605.858732295514,144.4778111444778,,,10.29404204790854,,,0,0,19.4
navarra,2017,67.0,73.0,91.82,482.36,111.04,,30631.0,76.59575,119.87610278638176,593.4,87.02225,681.8945729396792,554.2950222500567,127.5995506896225,,4.7864587326305825,10.329767847024875,47.0,,0,0,19.7
navarra,2018,62.0,77.0,88.81,664.31,117.14,,31190.0,78.46508333333334,113.18410205813414,781.4499999999999,88.4895,883.0991247549143,750.7218370541136,132.37728770080065,,4.729015714723736,10.347852809601848,67.0,47.0,0,0,20.0
navarra,2019,78.0,80.0,89.36,530.75,121.55,,32136.0,80.612,110.85198233513624,652.3,90.29241666666668,722.4305474158498,587.8123762700633,134.6181711457865,,4.7081958189437945,10.377732176039116,62.0,67.0,0,0,20.3
navarra,2020,112.0,93.0,96.03,781.09,114.7,,28987.0,82.15958333333334,116.88228701257206,895.7900000000001,90.75758333333332,987.0139409838114,860.6333171424611,126.38062384135029,,4.7611673344359176,10.27460273260088,78.0,62.0,1,1,20.6
navarra,2021,109.0,82.0,,617.76,120.33,,31486.0,84.34416666666667,,738.09,92.18258333333334,800.6827030774975,670.148283614674,130.5344194628233,,,10.357298281574574,112.0,78.0,0,1,20.9
navarra,2022,99.0,85.0,135.95,578.63,127.91,,34720.0,86.59175,157.00109998931765,706.54,93.539,755.3426912838495,618.5975903099242,136.7451009739253,,5.05625281162515,10.455071168774287,109.0,112.0,0,0,21.2
navarra,2023,114.0,94.0,82.99,654.01,147.55,,36987.0,89.94916666666666,92.26322274618072,801.56,95.84,836.3522537562604,682.3977462437396,153.95450751252088,,4.524645608650973,10.518321778536665,99.0,109.0,0,1,21.5
navarra,2024,154.0,94.0,,742.51,322.26,,,94.63383333333331,,1064.77,97.667,1090.2044702919104,760.2465520595493,329.957918232361,,,,114.0,99.0,0,1,21.8
pais vasco,2016,27.0,50.0,280.59,493.09,104.32,51.64,30833.0,74.81325,375.0538841715872,649.05,89.74374999999999,723.2258513824082,549.4421617104256,116.24207813914616,57.54161153283656,5.927069706772063,10.33634082396316,,,0,0,21.9
pais vasco,2017,28.0,50.0,270.22,534.94,105.94,77.28,31891.0,77.49116666666667,348.7107132640925,718.1600000000001,90.71816666666666,791.6385729429425,589.67241034045,116.7792559006006,85.18690670189176,5.854242676651269,10.37007911730487,27.0,,0,0,22.2
pais vasco,2018,29.0,49.0,269.67,554.64,117.76,123.24,32835.0,79.36075000000001,339.80273623926183,795.64,90.883,875.455255658374,610.2791501160833,129.57318750481392,135.60291803747674,5.828365261704709,10.399250298625072,28.0,27.0,0,0,22.5
pais vasco,2019,29.0,48.0,300.64,543.2,128.31,76.21,33590.0,81.50616666666667,368.8555262689735,747.72,91.27891666666666,819.1595905224556,595.0990873211869,140.5691529716154,83.49135022965325,5.910405039647176,10.42198368260634,29.0,28.0,0,0,22.8
pais vasco,2020,30.0,68.0,278.44,453.95,91.52,,30115.0,83.05366666666667,335.2531094352647,545.47,91.70216666666666,594.8278212255982,495.02647156646617,99.801349659132,,5.814885797093465,10.312778665477822,29.0,29.0,1,0,23.2
pais vasco,2021,34.0,71.0,270.22,501.09,123.57,,32898.0,85.25433333333334,316.9574958066648,624.66,92.46066666666668,675.595388309263,541.9493694616089,133.64601884765412,,5.758767682258584,10.401167144632105,30.0,29.0,0,0,23.5
pais vasco,2022,48.0,73.0,280.08,478.16,145.38,93.13,36280.0,87.57091666666668,319.83221217851053,716.67,93.02241666666669,770.4271998953656,514.0266369486209,156.284909820124,100.1156531266209,5.767796521338933,10.499021904229073,34.0,30.0,0,0,23.8
pais vasco,2023,61.0,63.0,309.04,511.66,136.15,124.81,39041.0,90.75733333333334,340.5124287477229,772.6200000000001,95.18333333333334,811.7177376991771,537.5520924531605,143.03974785501663,131.12589739099982,5.8304516263851465,10.572367654953077,48.0,34.0,0,0,24.1
pais vasco,2024,43.0,59.0,367.23,572.07,226.85,74.97,,95.07666666666668,386.2461872874522,873.8900000000001,97.78083333333332,893.7232075134018,585.0533079932163,231.998431867186,76.6714676529995,5.956474957062788,,61.0,48.0,0,0,24.4
